date,failure,metric1,metric2,metric3,metric4,metric5
2015-01-01,0,214392992,0,0,0,9
2015-01-01,0,59489688,0,0,0,14
2015-01-01,0,109802712,0,0,0,8
2015-01-01,0,216946928,0,0,0,8
2015-01-01,0,244111264,0,0,0,8
2015-01-01,0,117151648,0,0,0,7
2015-01-01,0,56551080,0,0,0,10
2015-01-01,0,31336336,0,0,0,6
2015-01-01,0,233573248,0,0,0,6
2015-01-01,0,91519632,0,0,0,9
2015-01-01,0,102362080,0,0,0,10
2015-01-01,0,230120824,0,0,0,12
2015-01-01,0,21659944,0,0,0,9
2015-01-01,0,214457408,0,0,0,14
2015-01-01,0,82203512,0,0,0,14
2015-01-01,0,79553744,0,0,0,9
2015-01-01,0,139443744,0,0,0,18
2015-01-01,0,100896256,0,0,0,7
2015-01-01,0,109536632,0,0,0,18
2015-01-01,0,2528512,0,0,0,5
2015-01-01,0,144915568,0,0,0,6
2015-01-01,0,34580480,0,0,0,10
2015-01-01,0,6749024,0,0,0,8
2015-01-01,0,106183632,0,0,0,8
2015-01-01,0,79301392,0,0,0,10
2015-01-01,0,212066328,0,0,0,6
2015-01-01,0,169323192,0,0,0,8
2015-01-01,0,53828000,0,0,0,6
2015-01-01,0,25032720,0,0,0,13
2015-01-01,0,28754712,0,0,0,18
2015-01-01,0,130853120,0,0,0,10
2015-01-01,0,177003496,0,0,0,11
2015-01-01,0,128693200,0,0,0,6
2015-01-01,0,4502688,0,0,0,11
2015-01-01,0,123236336,0,0,0,5
2015-01-01,0,27479328,0,0,0,18
2015-01-01,0,149636888,0,0,0,16
2015-01-01,0,163185568,0,0,0,8
2015-01-01,0,193505144,0,0,0,6
2015-01-01,0,242532488,0,0,0,4
2015-01-01,0,73768200,0,0,0,8
2015-01-01,0,93335304,0,0,0,8
2015-01-01,0,208150640,0,0,0,14
2015-01-01,0,215652096,0,0,0,11
2015-01-01,0,1765736,0,0,0,7
2015-01-01,0,59684104,0,0,0,18
2015-01-01,0,5236712,0,0,0,18
2015-01-01,0,179059296,0,0,0,8
2015-01-01,0,180819432,0,0,0,6
2015-01-01,0,88542560,0,0,0,5
2015-01-01,0,208576224,0,0,0,18
2015-01-01,0,185403491,0,0,0,18
2015-01-01,0,41481448,0,0,0,14
2015-01-01,0,88663720,0,0,0,18
2015-01-01,0,134806248,0,0,0,18
2015-01-01,0,221761312,0,0,0,18
2015-01-01,0,167275352,0,0,0,12
2015-01-01,0,36774752,0,0,0,18
2015-01-01,0,4091240,0,0,0,14
2015-01-01,0,31814680,0,0,0,12
2015-01-01,0,54830624,0,0,0,18
2015-01-01,0,108745624,0,0,0,10
2015-01-01,0,73898592,0,0,0,11
2015-01-01,0,64291960,0,0,0,9
2015-01-01,0,7253976,0,0,0,13
2015-01-01,0,25348496,0,0,0,17
2015-01-01,0,150045152,0,0,0,6
2015-01-01,0,4566464,0,0,0,8
2015-01-01,0,88242808,0,0,0,6
2015-01-01,0,162193888,0,0,0,6
2015-01-01,0,37837056,0,0,0,7
2015-01-01,0,16585848,0,0,0,6
2015-01-01,0,125168000,0,0,0,11
2015-01-01,0,233729960,0,0,0,7
2015-01-01,0,197245280,0,0,0,11
2015-01-01,0,235599120,0,0,0,8
2015-01-01,0,67923280,0,0,0,10
2015-01-01,0,11625504,0,0,0,9
2015-01-01,0,79747352,0,0,0,6
2015-01-01,0,45664136,0,0,0,5
2015-01-01,0,100908496,0,0,0,11
2015-01-01,0,150987232,0,0,0,11
2015-01-01,0,123419128,0,0,0,6
2015-01-01,0,210021816,0,0,0,9
2015-01-01,0,55494896,0,0,0,5
2015-01-01,0,123664400,0,0,0,6
2015-01-01,0,178435976,0,0,0,6
2015-01-01,0,115686192,0,0,0,8
2015-01-01,0,213426104,0,0,0,5
2015-01-01,0,208176424,0,0,0,18
2015-01-01,0,89858840,0,0,0,6
2015-01-01,0,102324240,0,0,0,18
2015-01-01,0,188651040,0,0,0,18
2015-01-01,0,25243032,0,0,0,7
2015-01-01,0,98465816,0,0,0,7
2015-01-01,0,138966296,0,0,0,11
2015-01-01,0,9334216,0,0,0,18
2015-01-01,0,128215776,0,0,0,7
2015-01-01,0,213430168,0,0,0,18
2015-01-01,0,92789936,0,0,0,11
2015-01-01,0,83173304,0,0,0,12
2015-01-01,0,187201168,0,0,0,18
2015-01-01,0,99220624,0,0,0,14
2015-01-01,0,114118312,0,0,0,7
2015-01-01,0,142481520,0,0,0,12
2015-01-01,0,166176048,0,0,0,7
2015-01-01,0,99755832,0,0,0,7
2015-01-01,0,170907544,0,0,0,10
2015-01-01,0,174052456,0,0,0,11
2015-01-01,0,96804152,0,0,0,9
2015-01-01,0,105079944,0,0,0,12
2015-01-01,0,239456296,0,0,0,12
2015-01-01,0,85479624,0,0,0,13
2015-01-01,0,52298320,0,0,0,15
2015-01-01,0,202417864,0,0,0,18
2015-01-01,0,36854256,0,0,0,9
2015-01-01,0,116116288,0,0,0,12
2015-01-01,0,29906184,0,0,0,4
2015-01-01,0,229341912,0,0,0,8
2015-01-01,0,129791344,0,0,0,8
2015-01-01,0,193938760,0,0,0,9
2015-01-01,0,108442392,0,0,0,12
2015-01-01,0,22987328,0,0,0,12
2015-01-01,0,226894384,0,0,0,12
2015-01-01,0,23766320,0,0,0,7
2015-01-01,0,34912488,0,0,0,10
2015-01-01,0,127246992,0,0,0,10
2015-01-01,0,103963784,0,0,0,6
2015-01-01,0,110247384,0,0,0,13
2015-01-01,0,115738944,0,0,0,8
2015-01-01,0,44362048,0,0,0,6
2015-01-01,0,2697888,0,0,0,3
2015-01-01,0,30932488,0,0,0,13
2015-01-01,0,90463784,0,0,0,8
2015-01-01,0,37260216,0,0,0,6
2015-01-01,0,236879112,0,0,0,12
2015-01-01,0,55593160,0,0,0,18
2015-01-01,0,179057664,0,0,0,7
2015-01-01,0,38676456,0,0,0,18
2015-01-01,0,78748536,0,0,0,10
2015-01-01,0,176631856,0,0,0,17
2015-01-01,0,138593368,0,0,0,13
2015-01-01,0,105646616,0,0,0,14
2015-01-01,0,15096496,0,0,0,13
2015-01-01,0,188705712,0,0,0,7
2015-01-01,0,115192632,0,0,0,18
2015-01-01,0,84680776,0,0,0,18
2015-01-01,0,164095168,0,0,0,9
2015-01-01,0,162973840,0,0,0,18
2015-01-01,0,12639488,0,0,0,10
2015-01-01,0,216424008,0,0,0,6
2015-01-01,0,103406336,0,0,0,18
2015-01-01,0,149497936,0,0,0,11
2015-01-01,0,95200320,0,0,0,18
2015-01-01,0,236841032,0,0,0,8
2015-01-01,0,38699120,0,0,0,9
2015-01-01,0,30414760,0,0,0,10
2015-01-01,0,147997976,0,0,0,7
2015-01-01,0,144224632,0,0,0,9
2015-01-01,0,15179720,0,0,0,18
2015-01-01,0,36825208,0,0,0,18
2015-01-01,0,166546952,0,0,0,5
2015-01-01,0,94259680,0,0,0,12
2015-01-01,0,54184680,0,0,0,13
2015-01-01,0,139147720,0,0,0,18
2015-01-01,0,190372704,0,0,0,18
2015-01-01,0,20594272,0,0,0,18
2015-01-01,0,182057832,0,0,0,18
2015-01-01,0,155139184,0,0,0,11
2015-01-01,0,76335720,0,0,0,18
2015-01-01,0,112724984,0,0,0,7
2015-01-01,0,77573944,0,0,0,14
2015-01-01,0,186704136,0,0,0,8
2015-01-01,0,111948232,0,0,0,10
2015-01-01,0,209936896,0,0,0,10
2015-01-01,0,25247272,0,0,0,18
2015-01-01,0,94396464,0,0,0,18
2015-01-01,0,113907728,0,0,0,8
2015-01-01,0,203136104,0,0,0,18
2015-01-01,0,161697120,0,0,0,12
2015-01-01,0,129489160,0,0,0,7
2015-01-01,0,150456312,0,0,0,18
2015-01-01,0,26974144,0,0,0,12
2015-01-01,0,100423552,0,0,0,18
2015-01-01,0,51898288,0,0,0,8
2015-01-01,0,223134568,0,0,0,18
2015-01-01,0,146889912,0,0,0,18
2015-01-01,0,65714640,0,0,0,7
2015-01-01,0,89934064,0,0,0,10
2015-01-01,0,30351120,0,0,0,18
2015-01-01,0,194695064,0,0,0,3
2015-01-01,0,109574640,0,0,0,13
2015-01-01,0,200702864,0,0,0,9
2015-01-01,0,236674632,0,0,0,8
2015-01-01,0,5550872,0,0,0,5
2015-01-01,0,130810184,0,0,0,15
2015-01-01,0,50388816,0,0,0,14
2015-01-01,0,218999720,0,0,0,18
2015-01-01,0,104053800,0,0,0,18
2015-01-01,0,57460824,0,0,0,10
2015-01-01,0,138448904,0,0,0,18
2015-01-01,0,223027032,0,0,0,13
2015-01-01,0,213439504,0,0,0,10
2015-01-01,0,211104536,0,0,0,18
2015-01-01,0,97186960,0,0,0,12
2015-01-01,0,85587128,0,0,0,18
2015-01-01,0,71350416,0,0,0,7
2015-01-01,0,152656704,0,0,0,18
2015-01-01,0,189138768,0,0,0,10
2015-01-01,0,168581112,0,0,0,9
2015-01-01,0,107582704,0,0,0,18
2015-01-01,0,209199760,0,0,0,7
2015-01-01,0,201877792,0,0,0,10
2015-01-01,0,121353416,0,0,0,7
2015-01-01,0,52936952,0,0,0,18
2015-01-01,0,49818320,0,0,0,9
2015-01-01,0,18402920,0,0,0,7
2015-01-01,0,241968088,0,0,0,18
2015-01-01,0,73643784,0,0,0,18
2015-01-01,0,165726864,0,0,0,7
2015-01-01,0,194743168,0,0,0,6
2015-01-01,0,83926144,0,0,0,9
2015-01-01,0,19616576,0,0,0,6
2015-01-01,0,218657328,0,0,0,7
2015-01-01,0,45847712,0,0,0,7
2015-01-01,0,74320512,0,0,0,5
2015-01-01,0,175324368,0,0,0,18
2015-01-01,0,235764256,0,0,0,10
2015-01-01,0,140549984,0,0,0,7
2015-01-01,0,37264904,0,0,0,15
2015-01-01,0,47337144,0,0,0,18
2015-01-01,0,193948096,0,0,0,10
2015-01-01,0,233764856,0,0,0,10
2015-01-01,0,203936664,0,0,0,13
2015-01-01,0,81360440,0,0,0,12
2015-01-01,0,63024544,0,0,0,15
2015-01-01,0,67657368,0,0,0,11
2015-01-01,0,52538072,0,0,0,13
2015-01-01,0,186455264,0,0,0,17
2015-01-01,0,42787072,0,0,0,6
2015-01-01,0,100514408,0,0,0,15
2015-01-01,0,57423632,0,0,0,12
2015-01-01,0,140213032,0,0,0,18
2015-01-01,0,226282984,0,0,0,8
2015-01-01,0,207045976,0,0,0,5
2015-01-01,0,243667312,0,0,0,8
2015-01-01,0,211084160,0,0,0,5
2015-01-01,0,152369448,0,0,0,8
2015-01-01,0,53282672,0,0,0,8
2015-01-01,0,193717560,0,0,0,6
2015-01-01,0,41973904,0,0,0,7
2015-01-01,0,25012752,0,0,0,12
2015-01-01,0,169111864,0,0,0,7
2015-01-01,0,171637640,0,0,0,7
2015-01-01,0,142624376,0,0,0,18
2015-01-01,0,61316616,0,0,0,7
2015-01-01,0,218793488,0,0,0,7
2015-01-01,0,221809096,0,0,0,7
2015-01-01,0,242992744,0,0,0,7
2015-01-01,0,185715344,0,0,0,7
2015-01-01,0,185821440,0,0,0,9
2015-01-01,0,36209336,0,0,0,11
2015-01-01,0,21358480,0,0,0,11
2015-01-01,0,117632152,0,0,0,7
2015-01-01,0,130554640,0,0,0,14
2015-01-01,0,129475464,0,0,0,4
2015-01-01,0,161799176,0,0,0,2
2015-01-01,0,193902776,0,0,0,2
2015-01-01,0,16736808,0,0,0,6
2015-01-01,0,45340272,0,0,0,5
2015-01-01,0,243890056,0,0,0,4
2015-01-01,0,190108232,0,0,0,11
2015-01-01,0,44407312,0,0,0,3
2015-01-01,0,130742600,0,0,0,7
2015-01-01,0,88886208,0,0,0,5
2015-01-01,0,26513208,0,0,0,4
2015-01-01,0,207996472,0,0,0,5
2015-01-01,0,63559568,0,0,0,7
2015-01-01,0,52000488,0,0,0,7
2015-01-01,0,218656456,0,0,0,6
2015-01-01,0,79036376,0,0,0,9
2015-01-01,0,201970392,0,0,0,7
2015-01-01,0,73692296,0,0,0,15
2015-01-01,0,131699048,0,0,0,7
2015-01-01,0,115139728,0,0,0,8
2015-01-01,0,10058824,0,0,0,8
2015-01-01,0,46639464,0,0,0,8
2015-01-01,0,158452880,0,0,0,8
2015-01-01,0,185327416,0,0,0,8
2015-01-01,0,180580088,0,0,0,2
2015-01-01,0,111179192,0,0,0,8
2015-01-01,0,98183304,0,0,0,18
2015-01-01,0,60790408,0,0,0,7
2015-01-01,0,183231424,0,0,0,8
2015-01-01,0,150627824,0,0,0,8
2015-01-01,0,123000064,0,0,0,5
2015-01-01,0,53990024,0,0,0,5
2015-01-01,0,228012976,0,0,0,8
2015-01-01,0,202222520,0,0,0,7
2015-01-01,0,100144136,0,0,0,4
2015-01-01,0,215856664,0,0,0,4
2015-01-01,0,126100600,0,0,0,14
2015-01-01,0,113747592,0,0,0,6
2015-01-01,0,14345648,0,0,0,8
2015-01-01,0,48070360,0,0,0,8
2015-01-01,0,201215312,0,0,0,8
2015-01-01,0,165848616,0,0,0,3
2015-01-01,0,72710808,0,0,0,2
2015-01-01,0,199970344,0,0,0,3
2015-01-01,0,11659192,0,0,0,2
2015-01-01,0,134141520,0,0,0,8
2015-01-01,0,508584,0,0,0,4
2015-01-01,0,57537584,0,0,0,6
2015-01-01,0,154007624,0,0,0,8
2015-01-01,0,56856720,0,0,0,8
2015-01-01,0,211231464,0,0,0,4
2015-01-01,0,228548280,0,0,0,6
2015-01-01,0,31278352,0,0,0,7
2015-01-01,0,127712264,0,0,0,6
2015-01-01,0,86857440,0,0,0,6
2015-01-01,0,98357784,0,0,0,4
2015-01-01,0,153756064,0,0,0,5
2015-01-01,0,36396096,0,0,0,11
2015-01-01,0,55085232,0,0,0,11
2015-01-01,0,108602968,0,0,0,11
2015-01-01,0,58412944,0,0,0,18
2015-01-01,0,86045688,0,0,0,10
2015-01-01,0,119042768,0,0,0,10
2015-01-01,0,119787904,0,0,0,9
2015-01-01,0,35852072,0,0,0,7
2015-01-01,0,116336424,0,0,0,10
2015-01-01,0,230373088,0,0,0,7
2015-01-01,0,63083832,0,0,0,11
2015-01-01,0,43083896,0,0,0,9
2015-01-01,0,48118176,0,0,0,13
2015-01-01,0,106023872,0,0,0,13
2015-01-01,0,212573176,0,0,0,9
2015-01-01,0,161226448,0,0,0,18
2015-01-01,0,12817320,0,0,0,7
2015-01-01,0,112391808,0,0,0,18
2015-01-01,0,62998904,0,0,0,4
2015-01-01,0,129229392,0,0,0,8
2015-01-01,0,87626592,0,0,0,7
2015-01-01,0,71554416,0,0,0,6
2015-01-01,0,103119744,0,0,0,8
2015-01-01,0,100552400,0,0,0,6
2015-01-01,0,111450872,0,0,0,6
2015-01-01,0,186653312,0,0,0,6
2015-01-01,0,55415160,0,0,0,6
2015-01-01,0,225937872,0,0,0,5
2015-01-01,0,104063536,0,0,0,11
2015-01-01,0,45332328,0,0,0,13
2015-01-01,0,36314712,0,0,0,8
2015-01-01,0,172537600,0,0,0,10
2015-01-01,0,189252320,0,0,0,5
2015-01-01,0,217823736,0,0,0,5
2015-01-01,0,147891384,0,0,0,7
2015-01-01,0,207883032,0,0,0,8
2015-01-01,0,226804056,0,0,0,8
2015-01-01,0,32468296,0,0,0,12
2015-01-01,0,100157320,0,0,0,9
2015-01-01,0,199302352,0,0,0,8
2015-01-01,0,33169856,0,0,0,13
2015-01-01,0,81505552,0,0,0,18
2015-01-01,0,2165592,0,0,0,8
2015-01-01,0,241082272,0,0,0,10
2015-01-01,0,164185360,0,0,0,9
2015-01-01,0,16719872,0,0,0,8
2015-01-01,0,36967800,0,0,0,8
2015-01-01,0,86203992,0,0,0,13
2015-01-01,0,206936512,0,0,0,7
2015-01-01,0,172765584,0,0,0,11
2015-01-01,0,210940096,0,0,0,9
2015-01-01,0,70676560,0,0,0,9
2015-01-01,0,14876624,0,0,0,5
2015-01-01,0,146417736,0,0,0,5
2015-01-01,0,199395440,0,0,0,12
2015-01-01,0,125685752,0,0,0,12
2015-01-01,0,40675072,0,0,0,5
2015-01-01,0,42476336,0,0,0,11
2015-01-01,0,8902408,0,0,0,8
2015-01-01,0,85663616,0,0,0,9
2015-01-01,0,166977128,0,0,0,9
2015-01-01,0,6577576,0,0,0,9
2015-01-01,0,20083352,0,0,0,11
2015-01-01,0,184626152,0,0,0,17
2015-01-01,0,168473496,0,0,0,12
2015-01-01,0,157459024,0,0,0,9
2015-01-01,0,88542848,0,0,0,16
2015-01-01,0,85541776,0,0,0,5
2015-01-01,0,9275072,0,0,0,7
2015-01-01,0,93724808,0,0,0,5
2015-01-01,0,155095880,0,0,0,13
2015-01-01,0,23078160,0,0,0,10
2015-01-01,0,144500808,0,0,0,10
2015-01-01,0,53111032,0,0,0,5
2015-01-01,0,125246840,0,0,0,5
2015-01-01,0,119765312,0,0,0,5
2015-01-01,0,68256376,0,0,0,10
2015-01-01,0,200109832,0,0,0,9
2015-01-01,0,189233400,0,0,0,8
2015-01-01,0,178608536,0,0,0,6
2015-01-01,0,144918648,0,0,0,6
2015-01-01,0,44390728,0,0,0,7
2015-01-01,0,84600704,0,0,0,11
2015-01-01,0,59021320,0,0,0,8
2015-01-01,0,192138568,0,0,0,7
2015-01-01,0,21664864,0,0,0,6
2015-01-01,0,41415136,0,0,0,6
2015-01-01,0,205911352,0,0,0,10
2015-01-01,0,10915992,0,0,0,7
2015-01-01,0,72835304,0,0,0,12
2015-01-01,0,51733320,0,0,0,12
2015-01-01,0,13558472,0,0,0,6
2015-01-01,0,83655872,0,0,0,7
2015-01-01,0,242138400,0,0,0,7
2015-01-01,0,165523032,0,0,0,9
2015-01-01,0,90530088,0,0,0,8
2015-01-01,0,88861112,0,0,0,10
2015-01-01,0,218162848,0,0,0,6
2015-01-01,0,229430488,0,0,0,9
2015-01-01,0,164621384,0,0,0,8
2015-01-01,0,72252656,0,0,0,9
2015-01-01,0,227964472,0,0,0,18
2015-01-01,0,64250696,0,0,0,18
2015-01-01,0,162699960,0,0,0,8
2015-01-01,0,241444520,0,0,0,6
2015-01-01,0,82919640,0,0,0,18
2015-01-01,0,91951056,0,0,0,18
2015-01-01,0,206889832,0,0,0,18
2015-01-01,0,175301872,0,0,0,5
2015-01-01,0,217639288,0,0,0,13
2015-01-01,0,241311632,0,0,0,10
2015-01-01,0,230842048,0,0,0,18
2015-01-01,0,19720208,0,0,0,5
2015-01-01,0,168700736,0,0,0,5
2015-01-01,0,52728720,0,0,0,10
2015-01-01,0,36820728,0,0,0,12
2015-01-01,0,130849392,0,0,0,8
2015-01-01,0,209608016,0,0,0,10
2015-01-01,0,175087384,0,0,0,4
2015-01-01,0,62221640,0,0,0,8
2015-01-01,0,173048840,0,0,0,9
2015-01-01,0,241822488,0,0,0,5
2015-01-01,0,193437680,0,0,0,5
2015-01-01,0,184326776,0,0,0,18
2015-01-01,0,142794400,0,0,0,6
2015-01-01,0,156324192,0,0,0,18
2015-01-01,0,240650728,0,0,0,6
2015-01-01,0,175841832,0,0,0,7
2015-01-01,0,200997664,0,0,0,10
2015-01-01,0,50755064,0,0,0,6
2015-01-01,0,116522520,0,0,0,10
2015-01-01,0,210687392,0,0,0,6
2015-01-01,0,15570896,0,0,0,18
2015-01-01,0,182787440,0,0,0,13
2015-01-01,0,214761152,0,0,0,18
2015-01-01,0,154685008,0,0,0,12
2015-01-01,0,239475080,0,0,0,6
2015-01-01,0,75105368,0,0,0,8
2015-01-01,0,97013528,0,0,0,7
2015-01-01,0,237174696,0,0,0,7
2015-01-01,0,79137144,0,0,0,5
2015-01-01,0,203707888,0,0,0,9
2015-01-01,0,139929672,0,0,0,13
2015-01-01,0,106375448,0,0,0,18
2015-01-01,0,201857416,0,0,0,11
2015-01-01,0,23849392,0,0,0,8
2015-01-01,0,208057056,0,0,0,16
2015-01-01,0,126314952,0,0,0,11
2015-01-01,0,238486208,0,0,0,10
2015-01-01,0,30858600,0,0,0,8
2015-01-01,0,78973104,0,0,0,16
2015-01-01,0,62045856,0,0,0,6
2015-01-01,0,167760320,0,0,0,5
2015-01-01,0,26388160,0,0,0,5
2015-01-01,0,32919128,0,0,0,8
2015-01-01,0,30685944,0,0,0,11
2015-01-01,0,96821064,0,0,0,13
2015-01-01,0,91742664,0,0,0,11
2015-01-01,0,93625680,0,0,0,5
2015-01-01,0,10684704,0,0,0,7
2015-01-01,0,38293784,0,0,0,9
2015-01-01,0,169070552,0,0,0,11
2015-01-01,0,144964112,0,0,0,6
2015-01-01,0,86072160,0,0,0,12
2015-01-01,0,22472720,0,0,0,13
2015-01-01,0,237004056,0,0,0,8
2015-01-01,0,149103312,0,0,0,9
2015-01-01,0,177924640,0,0,0,8
2015-01-01,0,172431104,0,0,0,7
2015-01-01,0,44275160,0,0,0,9
2015-01-01,0,214204560,0,0,0,17
2015-01-01,0,102455016,0,0,0,6
2015-01-01,0,214843976,0,0,0,9
2015-01-01,0,113161400,0,0,0,6
2015-01-01,0,4041152,0,0,0,12
2015-01-01,0,51563264,0,0,0,17
2015-01-01,0,142192576,0,0,0,10
2015-01-01,0,241721712,0,0,0,5
2015-01-01,0,134076008,0,0,0,10
2015-01-01,0,199126528,0,0,0,9
2015-01-01,0,115814816,0,0,0,9
2015-01-01,0,87216432,0,0,0,12
2015-01-01,0,172194432,0,0,0,8
2015-01-01,0,224186232,0,0,0,7
2015-01-01,0,121954672,0,0,0,6
2015-01-01,0,81639352,0,0,0,6
2015-01-01,0,239161152,0,0,0,6
2015-01-01,0,13491816,0,0,0,7
2015-01-01,0,203872952,0,0,0,12
2015-01-01,0,202194456,0,0,0,6
2015-01-01,0,221601392,0,0,0,12
2015-01-01,0,124392280,0,0,0,5
2015-01-01,0,174166216,0,0,0,6
2015-01-01,0,151045488,0,0,0,10
2015-01-01,0,173213656,0,0,0,6
2015-01-01,0,29108992,0,0,0,17
2015-01-01,0,9983976,0,0,0,8
2015-01-01,0,26328712,0,0,0,8
2015-01-01,0,218318296,0,0,0,13
2015-01-01,0,29726472,0,0,0,13
2015-01-01,0,35870128,0,0,0,6
2015-01-01,0,98523584,0,0,0,17
2015-01-01,0,182117472,0,0,0,12
2015-01-01,0,19363776,0,0,0,16
2015-01-01,0,144456576,0,0,0,9
2015-01-01,0,217184136,0,0,0,6
2015-01-01,0,137279848,0,0,0,8
2015-01-01,0,232321216,0,0,0,8
2015-01-01,0,155578104,0,0,0,12
2015-01-01,0,156719232,0,0,0,17
2015-01-01,0,165690112,0,0,0,12
2015-01-01,0,183009864,0,0,0,6
2015-01-01,0,177648608,0,0,0,6
2015-01-01,0,89922656,0,0,0,7
2015-01-01,0,54443832,0,0,0,12
2015-01-01,0,115946832,0,0,0,6
2015-01-01,0,206216632,0,0,0,6
2015-01-01,0,92433864,0,0,0,8
2015-01-01,0,194400080,0,0,0,7
2015-01-01,0,148319888,0,0,0,6
2015-01-01,0,181732808,0,0,0,12
2015-01-01,0,200558600,0,0,0,13
2015-01-01,0,220638992,0,0,0,11
2015-01-01,0,103009368,0,0,0,6
2015-01-01,0,229375968,0,0,0,8
