date,device,failure,Air_Temp_K,Process_Temp_K,Rotational_Speed,Torque,Tool_Wear,Pressure,Vibration,Voltage,Current
2015-01-03,M3R5FV0S,0,298.42,306.63,1618.8,32.42,6.2,102.23,1.533,225.94,12.22
2015-01-03,M3RBY2B3,0,297.97,305.0,1775.5,21.53,5.3,104.24,0.729,232.63,11.97
2015-01-03,M3RCAUFT,0,301.47,310.38,1626.1,30.82,11.4,104.19,1.751,229.9,11.7
2015-01-03,M3RPYE5U,0,301.24,310.72,1646.7,36.42,7.1,108.15,2.097,226.65,16.53
2015-01-03,P0X6QATK,0,299.69,305.79,1467.4,42.23,2.1,106.15,1.683,228.44,21.64
2015-01-03,P0XB2ZEW,0,301.78,311.0,1776.8,30.82,5.6,101.62,1.21,221.17,13.42
2015-01-03,P0XFQ5WG,0,300.3,307.52,1668.9,45.63,1.2,102.93,1.075,233.96,16.81
2015-01-03,P0XGEX5J,0,299.92,307.78,1574.0,26.98,3.3,105.45,1.523,235.87,7.43
2015-01-03,P0XNDUHE,0,298.47,305.0,1852.5,39.57,2.6,105.7,1.319,236.22,10.88
2015-01-03,P0XSS6CF,0,300.08,308.17,1522.1,47.05,11.9,104.16,1.539,225.46,13.89
2015-01-03,R7Q5GPGE,0,302.24,307.94,1504.2,31.21,4.1,107.36,1.183,231.94,15.92
2015-01-03,R7Q9X9EN,0,301.35,309.17,1764.4,29.94,5.3,104.23,0.532,235.99,9.3
2015-01-03,R7QC2FT6,0,298.06,306.83,1459.1,38.5,15.7,106.93,0.818,229.74,11.895
2015-01-03,R7QPSKD6,0,295.0,305.0,1711.9,41.17,14.1,105.67,1.947,232.9,20.5
2015-01-03,R7QRCYDA,0,298.49,305.13,1747.4,40.86,14.1,103.08,1.397,227.38,15.74
2015-01-03,R7QW7W3H,0,297.68,305.72,1515.5,33.46,12.9,107.59,1.657,220.45,14.42
2015-01-03,S1F69AZS,0,300.63,310.07,1952.4,30.12,1.4,107.35,0.651,222.47,9.4
2015-01-03,S1FC79PM,0,297.79,305.07,1721.6,35.95,13.0,104.49,1.044,224.32,13.3
2015-01-03,S1FJGSZN,0,301.67,308.29,1735.75,41.04,5.2,104.1,1.367,228.44,15.31
2015-01-03,S1FSJMJJ,0,298.91,307.43,1722.9,30.99,11.4,103.26,1.219,232.52,11.22
2015-01-03,T2K032SQ,0,300.55,307.25,1576.4,32.95,5.7,100.65,1.414,238.35,10.07
2015-01-03,T2K1J5RP,0,299.52,308.54,1610.4,30.42,13.6,105.67,1.897,224.17,14.93
2015-01-03,T2KDDTA5,0,299.11,305.78,1768.5,41.66,15.1,105.65,2.28,223.7,17.15
2015-01-03,T2KEZ79D,0,300.28,308.49,1466.7,32.27,10.0,106.74,1.071,235.2,9.46
2015-01-03,T2KPNFVJ,0,297.33,305.53,1797.7,40.89,15.6,106.19,0.565,235.01,14.61
2015-01-03,T2KQNEAM,0,299.69,306.96,1434.9,40.65,4.4,105.27,0.4,230.49,16.01
2015-01-03,T2KS229G,0,300.26,308.54,1845.5,47.84,2.7,103.47,2.313,232.11,18.29
2015-01-03,T2KU0WH4,0,298.57,307.37,1775.6,42.35,9.3,106.0,2.002,236.35,14.16
2015-01-03,W1F5H19E,0,298.99,308.04,1661.7,32.93,4.3,107.44,0.936,227.9,12.12
2015-01-03,W1FAN4P3,0,298.18,305.75,1723.1,29.38,0.8,107.38,0.2,230.52,13.31
2015-01-03,W1FJA3NP,0,300.01,308.97,1485.1,34.24,1.9,107.68,0.669,232.85,12.26
2015-01-03,W1FZGGE4,0,299.78,306.85,1593.4,30.13,8.3,102.26,0.738,235.91,14.01
2015-01-04,M3R5FV0S,0,299.39,305.0,1656.7,31.14,6.4,103.45,1.656,240.72,13.47
2015-01-04,M3RBY2B3,0,297.07,306.75,1564.6,39.54,5.7,108.75,0.793,231.45,23.12
2015-01-04,M3RGW8ZX,0,300.7,307.42,1642.9,26.8,11.6,104.63,0.371,239.06,9.39
2015-01-04,M3RHVE90,0,298.91,305.0,1749.8,23.76,8.3,108.96,0.405,230.03,8.67
2015-01-04,M3RJ1483,0,299.88,309.18,1467.4,34.45,5.1,105.28,2.022,225.16,14.91
2015-01-04,M3RQ3ASU,0,300.01,307.9,1945.0,31.91,14.4,101.39,1.045,226.28,11.34
2015-01-04,P0X0TSSN,0,300.85,309.79,1674.1,33.26,6.9,102.91,0.643,222.19,13.16
2015-01-04,P0X6QATK,0,299.71,306.16,1451.0,42.32,2.5,106.89,0.821,247.4,9.09
2015-01-04,P0XDS15G,0,298.25,307.46,1982.4,29.0,6.7,106.92,1.159,220.87,8.48
2015-01-04,P0XGEX5J,0,299.65,308.46,1613.2,29.59,3.4,102.56,1.297,229.73,15.18
2015-01-04,P0XNDUHE,0,299.17,308.89,1837.2,39.99,2.7,106.6,1.997,221.68,17.09
2015-01-04,P0XSS6CF,1,299.61,308.49,1533.1,46.75,12.2,104.34,1.507,221.08,18.89
2015-01-04,R7Q05794,0,300.61,308.26,1502.4,49.75,4.4,108.7,1.486,226.93,18.65
2015-01-04,R7QEGC6X,1,298.11,307.29,1753.6,68.67,1.4,115.21,3.937,236.95,25.48
2015-01-04,R7QW7W3H,0,298.21,307.26,1502.4,39.89,13.1,107.28,2.115,230.0,18.48
2015-01-04,R7QZ5W3R,0,299.73,310.75,1811.6,55.75,13.4,108.64,3.615,230.98,16.53
2015-01-04,S1F42UW5,0,300.74,306.92,1548.7,34.2,9.0,105.0,1.275,235.27,10.39
2015-01-04,S1F69AZS,0,299.89,306.72,1953.7,31.6,1.8,106.49,0.944,233.88,5.0
2015-01-04,S1F98NRQ,0,297.55,307.03,1763.8,36.28,9.2,102.49,1.225,228.9,17.68
2015-01-04,S1FC79PM,0,298.45,306.3,1705.3,35.47,13.3,104.64,1.351,237.19,14.81
2015-01-04,S1FJGSZN,1,300.85,310.17,1764.8,67.4,5.6,99.71,2.928,228.58,21.92
2015-01-04,S1FJTAK1,0,298.36,307.28,1715.7,22.92,8.4,101.92,1.284,227.06,10.79
2015-01-04,S1FSJMJJ,0,298.58,306.34,1736.8,37.63,11.6,102.99,1.184,223.9,16.81
2015-01-04,T2K4PFA7,0,300.27,310.63,1563.4,57.75,8.2,109.16,1.459,230.16,18.53
2015-01-04,T2K80XY7,0,298.34,305.99,1725.4,26.76,9.0,104.77,1.52,231.76,11.19
2015-01-04,T2KDDTA5,0,298.91,307.72,1802.1,38.17,15.5,105.27,1.836,232.19,14.6
2015-01-04,T2KEZ79D,0,301.09,309.3,1530.1,33.14,10.3,106.08,1.439,224.66,14.27
2015-01-04,T2KS229G,0,300.08,308.38,1624.3,34.43,2.9,107.7,1.878,231.3,13.25
2015-01-04,T2KTUCW9,0,305.0,311.7,1369.9,32.62,9.1,105.04,0.553,232.9,10.65
2015-01-04,T2KYCWGQ,0,297.67,305.4,1689.6,26.28,9.9,106.68,1.099,235.39,10.61
2015-01-04,W1F04YDF,0,300.02,309.11,1719.6,28.69,13.0,109.0,1.31,234.67,12.55
2015-01-04,W1FPN4U6,0,298.33,307.54,1637.9,37.45,8.2,107.01,1.183,226.34,11.7
2015-01-04,W1FZGGE4,0,299.98,307.23,1561.3,27.14,8.5,104.62,0.407,228.66,14.66
2015-01-05,M3RPYE5U,0,300.68,310.89,1449.5,32.77,7.5,106.78,1.776,225.94,15.35
2015-01-05,M3RQ3ASU,0,298.98,307.43,1942.0,36.16,14.6,101.24,1.2,233.47,10.62
2015-01-05,P0X5CKQV,0,297.86,306.9,1608.8,36.8,2.5,103.82,1.959,233.07,14.26
2015-01-05,P0XDS15G,0,300.02,305.89,2037.8,32.83,6.9,105.96,1.119,232.46,9.82
2015-01-05,P0XFQ5WG,0,299.13,308.36,1682.2,38.42,1.6,102.47,1.415,227.82,17.23
2015-01-05,R7Q05794,0,300.98,310.25,1557.6,42.97,4.8,108.12,1.139,231.9,14.93
2015-01-05,R7Q7714J,0,299.15,308.47,1492.3,29.36,6.1,105.84,0.853,226.92,12.09
2015-01-05,R7QEGC6X,0,298.26,305.52,1695.3,56.44,1.6,110.55,2.261,234.68,15.43
2015-01-05,R7QKEBMK,0,298.4,305.0,1801.3,32.48,15.4,101.61,1.358,230.64,9.8
2015-01-05,R7QPSKD6,0,295.0,305.0,1726.8,39.78,14.6,105.46,1.293,236.71,7.86
2015-01-05,R7QRCYDA,0,299.74,309.01,1774.2,39.76,14.5,103.43,0.951,228.99,18.72
2015-01-05,R7QT0Q2R,0,299.23,307.61,1719.5,29.91,5.6,102.66,0.508,245.64,11.09
2015-01-05,R7QU9M5S,0,299.63,307.11,1475.3,29.0,1.0,105.38,0.547,233.29,15.33
2015-01-05,R7QW7W3H,0,298.12,305.1,1540.4,41.65,13.2,105.84,2.208,226.17,11.93
2015-01-05,S1F3EW4F,0,299.07,306.78,1769.8,48.07,2.0,102.93,0.84,224.48,9.74
2015-01-05,S1F69AZS,0,300.05,307.65,1912.7,28.51,2.1,106.3,1.249,219.78,15.73
2015-01-05,S1FC79PM,0,298.5,306.12,1703.5,35.42,13.5,106.9,0.285,228.77,15.69
2015-01-05,S1FSJMJJ,0,298.32,308.5,1731.5,38.3,12.0,101.85,1.484,228.47,14.75
2015-01-05,S1FSNEEV,0,299.31,307.77,1823.5,61.65,6.4,101.01,2.513,224.38,20.16
2015-01-05,T2K032SQ,0,300.14,306.66,1593.3,34.29,6.0,101.28,1.263,224.13,15.75
2015-01-05,T2KCW3RR,0,300.47,308.51,1491.4,33.81,0.6,108.31,0.589,226.02,17.0
2015-01-05,T2KDDTA5,0,298.92,308.97,1900.1,38.11,15.9,103.84,1.562,234.9,17.54
2015-01-05,T2KEZ79D,0,302.42,310.77,1489.4,32.91,10.5,106.97,0.63,230.51,6.88
2015-01-05,T2KPNFVJ,0,298.18,305.93,1779.3,42.21,16.0,105.41,0.778,228.7,20.95
2015-01-05,T2KQ9SJF,0,299.03,307.95,1584.7,34.49,3.2,106.87,1.996,229.9,16.74
2015-01-05,T2KQNEAM,0,299.68,307.98,1505.4,37.64,4.6,106.57,1.324,229.945,12.36
2015-01-05,T2KYCWGQ,0,298.02,305.68,1741.6,24.86,10.2,105.98,1.01,232.35,15.25
2015-01-05,W1FAN4P3,0,297.17,305.34,1775.3,24.29,1.0,106.0,0.702,233.05,13.98
2015-01-05,W1FPN4U6,0,298.84,308.72,1684.1,37.02,8.6,106.51,0.641,226.07,12.55
2015-01-06,M3RCAUFT,0,301.76,309.14,1654.4,46.545,11.6,102.69,1.266,220.37,13.52
2015-01-06,M3RHVE90,0,300.41,308.78,1705.8,20.38,8.6,112.2,0.2,243.15,7.68
2015-01-06,M3RQ3ASU,0,299.62,306.81,1949.1,33.8,14.9,101.73,0.969,226.73,8.93
2015-01-06,P0X5CKQV,0,298.72,306.15,1578.3,38.96,2.9,103.51,1.155,223.39,18.26
2015-01-06,P0XSS6CF,0,299.56,307.57,1503.1,46.91,12.4,105.29,1.661,234.74,15.46
2015-01-06,R7Q05794,0,301.13,308.89,1525.1,47.58,5.2,108.63,0.806,235.77,12.24
2015-01-06,R7Q7714J,0,299.26,308.26,1473.7,28.33,6.4,106.17,1.965,225.64,10.82
2015-01-06,R7QRCYDA,0,297.76,306.06,1750.4,35.31,14.8,104.52,0.767,226.28,18.12
2015-01-06,R7QU9M5S,0,298.52,305.2,1496.3,26.38,1.5,109.14,1.018,228.3,11.68
2015-01-06,S1F3EW4F,0,300.19,306.94,1725.0,45.31,2.4,104.93,0.642,236.61,13.35
2015-01-06,S1FJGSZN,0,301.57,310.8,1778.3,55.25,6.1,104.39,2.303,237.55,23.49
2015-01-06,T2K032SQ,0,302.42,310.39,1607.5,35.28,6.1,101.37,1.582,231.25,6.37
2015-01-06,T2K1J5RP,0,298.99,306.99,1651.0,32.24,13.9,106.87,0.949,218.56,11.49
2015-01-06,T2KA0SBN,0,299.84,305.83,1299.0,22.79,3.7,101.77,0.983,225.78,10.38
2015-01-06,T2KDDTA5,0,299.29,307.25,1949.6,42.12,16.1,104.9,2.051,225.59,11.59
2015-01-06,T2KEZ79D,0,300.99,309.34,1544.6,33.45,10.9,107.5,0.696,212.19,9.38
2015-01-06,T2KPNFVJ,0,298.64,306.15,1823.2,35.99,16.3,104.95,0.94,224.81,11.44
2015-01-06,T2KQNEAM,0,300.38,309.0,1550.3,39.37,4.7,105.52,1.195,245.37,16.03
2015-01-06,T2KS229G,0,299.87,307.56,1710.8,39.93,3.3,109.66,1.818,232.98,9.71
2015-01-06,T2KU0WH4,0,298.08,307.65,1791.0,43.48,9.8,106.05,1.223,227.36,12.24
2015-01-06,W1F5H19E,0,298.24,305.0,1653.5,36.32,4.5,105.36,1.568,228.89,12.61
2015-01-06,W1FQTER8,0,299.29,306.7,1546.5,39.93,1.9,106.71,1.026,231.96,12.98
2015-01-06,W1FZGGE4,0,299.425,307.72,1691.2,45.12,8.9,109.13,2.083,233.03,18.75
2015-01-07,M3R5FV0S,0,299.53,306.95,1644.0,34.44,6.6,103.02,1.429,231.41,15.94
2015-01-07,M3RCAUFT,0,300.21,310.13,1631.3,31.06,11.9,104.33,1.407,226.89,12.36
2015-01-07,M3RHVE90,0,300.04,307.62,1725.2,20.69,8.9,110.27,0.34,229.67,13.57
2015-01-07,M3RQ3ASU,0,300.5,308.35,1887.5,36.06,15.0,103.99,1.19,234.36,13.17
2015-01-07,P0XB2ZEW,0,301.02,308.97,1809.0,67.16,6.0,102.63,3.026,231.28,18.68
2015-01-07,P0XDS15G,0,300.01,308.83,1977.4,33.88,7.3,106.91,1.081,227.79,13.98
2015-01-07,P0XGEX5J,0,300.38,308.84,1542.7,26.98,3.8,100.72,0.634,236.93,14.51
2015-01-07,P0XNDUHE,0,299.35,307.47,1857.0,36.21,2.9,104.9,2.472,210.0,11.85
2015-01-07,R7Q7714J,0,299.15,306.69,1552.9,19.03,6.8,108.94,0.359,232.17,11.3
2015-01-07,R7QKEBMK,0,300.17,309.55,1770.1,32.54,68.3,102.31,1.971,227.84,15.63
2015-01-07,R7QRCYDA,0,298.66,305.0,1718.7,30.45,15.1,105.36,1.427,233.37,6.92
2015-01-07,R7QV17U1,0,299.15,306.83,1573.9,29.01,10.0,103.45,0.654,233.43,16.2
2015-01-07,S1F42UW5,0,300.89,309.69,1546.8,35.54,9.2,104.09,1.346,231.22,14.53
2015-01-07,S1FJGSZN,1,300.72,311.23,1869.6,69.2,6.4,99.57,3.118,236.57,23.72
2015-01-07,S1FSJMJJ,0,298.4,305.77,1767.4,34.2,12.2,102.98,1.731,225.94,6.02
2015-01-07,S1FSNEEV,0,300.52,308.74,1526.8,80.0,6.9,97.05,3.482,225.02,20.59
2015-01-07,T2K1J5RP,0,298.54,307.88,1565.1,37.1,14.2,105.54,1.388,232.41,12.86
2015-01-07,T2K4PFA7,0,300.68,309.25,1657.6,54.45,8.6,101.89,1.63,227.62,14.4
2015-01-07,T2K73JW2,0,300.96,308.65,1569.9,30.49,10.6,106.12,1.511,233.04,5.0
2015-01-07,W1F04YDF,0,300.37,308.97,1781.7,25.68,13.4,109.94,0.369,227.04,8.97
2015-01-07,W1FKT59X,0,299.35,306.99,1684.5,27.83,12.6,105.44,0.982,232.74,9.15
2015-01-07,W1FZGGE4,0,299.49,309.32,1440.5,41.29,9.1,109.23,1.27,226.3,20.59
2015-01-08,M3RGW8ZX,0,300.77,310.75,1673.4,25.57,11.8,103.61,0.2,234.1,14.16
2015-01-08,M3RQ3ASU,0,300.0,308.18,1822.6,32.8,15.2,103.15,0.902,230.61,12.57
2015-01-08,P0XFQ5WG,0,299.61,308.25,1686.6,47.05,1.9,99.09,1.423,230.58,16.7
2015-01-08,P0XNDUHE,0,299.31,307.36,1908.8,36.17,3.2,105.53,1.599,230.36,15.19
2015-01-08,P0XSQSG4,0,298.54,308.45,1688.4,37.82,4.6,101.71,0.968,229.15,17.68
2015-01-08,R7Q7714J,0,299.79,307.87,1559.8,17.15,7.2,109.32,0.874,231.87,9.36
2015-01-08,R7QA6YM9,0,299.18,307.3,1716.6,38.21,11.3,104.22,1.281,226.5,17.44
2015-01-08,R7QKEBMK,0,299.2,307.12,1731.8,34.93,15.9,106.0,0.776,227.0,6.56
2015-01-08,R7QRCYDA,0,298.71,305.77,1715.7,23.43,15.5,108.28,1.234,224.53,10.05
2015-01-08,R7QT0Q2R,0,298.0,307.66,1725.8,26.14,6.0,102.55,0.398,228.59,9.69
2015-01-08,R7QV17U1,0,298.82,306.47,1564.8,29.85,10.3,103.69,1.355,227.23,18.06
2015-01-08,S1F3EW4F,0,299.365,309.06,1674.7,46.91,2.7,104.75,0.477,233.9,14.05
2015-01-08,S1F42UW5,0,300.3,307.72,1505.6,33.5,9.3,104.23,1.078,234.27,10.9
2015-01-08,S1FJTAK1,0,298.17,305.99,1714.9,23.62,8.6,101.36,1.197,238.7,10.73
2015-01-08,S1FK3NM2,0,300.95,307.79,1851.1,53.89,7.3,104.84,1.978,228.24,18.6
2015-01-08,S1FSNEEV,0,299.16,306.01,1697.1,42.12,7.2,102.7,2.982,235.93,10.41
2015-01-08,T2K032SQ,0,300.71,306.74,1578.4,32.08,6.4,101.12,0.75,232.83,13.78
2015-01-08,T2K80XY7,1,298.52,307.47,1661.0,65.71,9.2,108.86,2.839,231.95,26.78
2015-01-08,T2KCW3RR,0,300.11,308.25,1484.0,33.18,0.8,108.18,0.748,234.88,14.5
2015-01-08,T2KDDTA5,0,298.54,306.85,1978.9,37.97,16.3,105.98,2.076,230.95,10.7
2015-01-08,T2KQ9SJF,0,296.93,306.06,1612.0,35.14,3.6,105.97,1.091,226.78,15.74
2015-01-08,T2KS229G,0,300.03,306.43,1710.2,39.32,3.5,108.51,1.087,236.71,15.31
2015-01-08,T2KTUCW9,0,303.24,311.42,1420.8,32.25,55.7,106.03,1.202,232.12,8.55
2015-01-08,W1FAN4P3,0,297.36,305.25,1782.9,20.42,1.4,104.98,0.277,234.62,12.43
2015-01-08,W1FKT59X,0,298.74,307.26,1645.8,25.56,12.9,105.19,0.873,238.5,14.12
2015-01-08,W1FQTER8,0,300.62,309.0,1523.5,39.38,2.1,109.77,0.535,230.43,14.38
2015-01-09,M3R5FV0S,0,298.72,305.74,1612.7,38.54,6.7,101.95,1.605,234.72,10.79
2015-01-09,M3RBY2B3,0,299.21,308.68,1747.2,33.73,6.1,103.57,0.711,235.0,15.26
2015-01-09,M3RGW8ZX,0,299.56,307.2,1713.3,26.97,12.2,104.05,0.831,232.57,12.58
2015-01-09,P0X5CKQV,0,298.61,307.67,1667.75,40.95,3.2,103.5,1.454,228.35,16.19
2015-01-09,P0XFQ5WG,0,299.37,306.92,1730.1,46.85,2.1,99.8,1.154,231.65,16.47
2015-01-09,P0XGEX5J,0,300.14,307.66,1792.0,49.14,4.2,96.15,2.4,231.07,16.59
2015-01-09,P0XNDUHE,0,299.56,307.48,1892.8,33.64,3.3,105.15,1.99,241.39,14.73
2015-01-09,P0XSQSG4,0,298.91,305.99,1717.1,39.54,4.8,102.77,0.816,237.52,13.54
2015-01-09,R7Q5GPGE,0,301.69,309.15,1506.9,30.97,4.2,106.85,1.29,236.73,12.05
2015-01-09,R7QA6YM9,0,298.41,306.0,1704.8,35.98,11.7,108.29,1.274,222.26,13.44
2015-01-09,R7QC2FT6,0,298.12,305.0,1465.6,42.14,16.2,105.62,1.054,226.35,15.4
2015-01-09,R7QEGC6X,0,299.19,306.25,1814.9,33.05,1.8,107.95,1.52,229.99,11.07
2015-01-09,R7QKEBMK,0,298.45,307.6,1745.4,33.93,16.3,106.15,1.521,229.60500000000002,13.38
2015-01-09,R7QSA3MX,0,300.26,308.53,1513.5,44.43,12.4,104.53,0.956,229.68,18.94
2015-01-09,S1F42UW5,0,300.57,309.76,1532.5,58.73,9.7,103.95,2.687,229.82,24.59
2015-01-09,S1F69AZS,0,300.64,309.21,1960.2,26.68,2.3,104.97,0.978,237.54,11.42
2015-01-09,S1FC79PM,0,298.01,306.47,1709.2,34.93,13.9,104.3,1.212,234.13,11.18
2015-01-09,S1FJTAK1,0,298.16,307.19,1792.5,23.83,8.7,101.12,1.508,232.82,7.88
2015-01-09,S1FK3NM2,0,299.33,307.69,1768.2,54.43,7.6,104.79,2.182,228.18,15.5
2015-01-09,S1FSNEEV,0,300.4,308.84,1702.3,37.23,7.5,103.87,1.624,221.32,13.41
2015-01-09,T2K032SQ,0,301.85,310.18,1606.8,29.41,6.6,99.47,1.568,234.96,7.76
2015-01-09,T2K80XY7,0,298.59,309.82,1558.8,58.68,9.5,102.97,3.357,232.87,17.64
2015-01-09,T2KCW3RR,0,300.38,307.34,1463.5,27.78,1.1,109.94,0.839,229.5,12.18
2015-01-09,T2KQ9SJF,0,298.67,305.35,1588.7,39.61,3.8,106.56,1.179,223.79,10.64
2015-01-09,T2KQNEAM,0,300.57,307.37,1588.2,42.42,5.1,102.99,1.058,233.17,15.2
2015-01-09,W1FJA3NP,0,300.41,308.61,1546.0,35.58,2.2,107.64,0.517,232.65,9.59
2015-01-09,W1FZGGE4,0,300.12,310.36,1661.1,30.38,9.6,110.39,1.413,223.74,12.17
2015-01-10,M3R5FV0S,0,299.59,308.11,1623.0,52.81,7.0,106.38,2.36,229.57,10.76
2015-01-10,M3RCAUFT,0,302.2,310.58,1642.5,31.9,12.2,105.54,1.474,223.27,6.85
2015-01-10,M3RGW8ZX,0,299.82,308.96,1674.8,27.7,12.6,103.51,0.285,231.7,7.6
2015-01-10,M3RPYE5U,0,302.33,311.9,1708.8,35.73,8.0,111.02,1.654,230.75,15.12
2015-01-10,P0X5CKQV,0,298.71,307.6,1651.5,42.53,3.5,102.59,1.735,232.85,13.75
2015-01-10,P0XDS15G,0,300.76,308.66,1975.9,29.85,7.7,105.02,1.074,222.83,13.93
2015-01-10,P0XSS6CF,0,299.93,307.79,1470.4,51.08,12.7,106.52,1.856,224.77,16.42
